not_found_org,not_found_mod,not_found_trans,not_found_cat,Column1
akhor,akhor,???,TL-NW-ALNUM,"'akhor':'???',"
akhra,akhra,?????,TL-NW-ALNUM,"'akhra':'?????',"
akias,akias,??????,TL-NW-ALNUM,"'akias':'??????',"
akib,akib,????,TL-NW-ALNUM,"'akib':'????',"
akiba-accessories,akiba-accessories,?????-?????????,Long-word,"'akiba-accessories':'?????-?????????',"
akibbd,akibbd,????????,TL-NW-ALNUM,"'akibbd':'????????',"
akibfashion,akibfZashon,??????????,TL-NW-ALNUM,"'akibfashion':'??????????',"
akibgroceries,akibgroceries,????????????,TL-NW-ALNUM,"'akibgroceries':'????????????',"
akid,akiD,????,TL-NW-ALNUM,"'akid':'????',"
akidzo,akiDzo,?????,TL-NW-ALNUM,"'akidzo':'?????',"
akifs,akif's,?????,TL-NW-SP-Error,"'akifs':'?????',"
akifcafe,akifkZafe`,??????????,TL-NW-ALNUM,"'akifcafe':'??????????',"
akij,akij,????,TL-NW-ALNUM,"'akij':'????',"
akik,akik,????,TL-NW-ALNUM,"'akik':'????',"
akik99,akik99,??????,TL-NW-ALNUM,"'akik99':'??????',"
akiku,akiku,?????,TL-NW-ALNUM,"'akiku':'?????',"
akileine,akileine,???????,TL-NW-ALNUM,"'akileine':'???????',"
akin,akin,????,TL-NW-ALNUM,"'akin':'????',"
akindo,akindo,??????,TL-NW-ALNUM,"'akindo':'??????',"
akira,akira,?????,TL-NW-ALNUM,"'akira':'?????',"
akiro,akiro,????,TL-NW-ALNUM,"'akiro':'????',"
akitve,akitve,??????,TL-NW-ALNUM,"'akitve':'??????',"
akiyo,akiyo,????,TL-NW-ALNUM,"'akiyo':'????',"
akkhor,akkhor,?????,TL-NW-ALNUM,"'akkhor':'?????',"
akkord,akkord,??????,TL-NW-ALNUM,"'akkord':'??????',"
aklsni,aklsni,????????,TL-NW-ALNUM,"'aklsni':'????????',"
akm,akm,? ?? ??,TL-NW-ALNUM,"'akm':'? ?? ??',"
akma,akma,????,TL-NW-ALNUM,"'akma':'????',"
akmax,akmZax,?????????,TL-NW-ALNUM,"'akmax':'?????????',"
akmu,akmu,????,TL-NW-ALNUM,"'akmu':'????',"
aknicare,akna`ikyar,?????????,TL-NW-ALNUM,"'aknicare':'?????????',"
akoak,akoak,?????,TL-NW-ALNUM,"'akoak':'?????',"
akon,akon,???,TL-NW-ALNUM,"'akon':'???',"
akona,akona,????,TL-NW-ALNUM,"'akona':'????',"
akonmart,akonMarrT,?????????,TL-NW-ALNUM,"'akonmart':'?????????',"
akord,akord,????,TL-NW-ALNUM,"'akord':'????',"
akoric,akoric,?????,TL-NW-ALNUM,"'akoric':'?????',"
akorshonbd,akorshonbd,?????????,TL-NW-ALNUM,"'akorshonbd':'?????????',"
akorsson,akorson,??????,TL-NW-ALNUM,"'akorsson':'??????',"
akota,akota,????,TL-NW-ALNUM,"'akota':'????',"
akotha,akotha,????,TL-NW-ALNUM,"'akotha':'????',"
akr,akr,? ?? ??,TL-NW-ALNUM,"'akr':'? ?? ??',"
akracing,akracing,????????,TL-NW-ALNUM,"'akracing':'????????',"
akrapovic,akrapovic,????????,TL-NW-ALNUM,"'akrapovic':'????????',"
akron,akron,?????,TL-NW-ALNUM,"'akron':'?????',"
aks,aks,? ?? ??,TL-NW-ALNUM,"'aks':'? ?? ??',"
aksha,aksha,????,TL-NW-ALNUM,"'aksha':'????',"
akshara,akshara,??????,TL-NW-ALNUM,"'akshara':'??????',"
akslen,akslen,???????,TL-NW-ALNUM,"'akslen':'???????',"
aksu,aksu,?????,TL-NW-ALNUM,"'aksu':'?????',"
aksuvital,aksuvital,??????????,TL-NW-ALNUM,"'aksuvital':'??????????',"
aktc-auto,aktc-auto,???????-???,TL-NW-Error,"'aktc-auto':'???????-???',"
akter,akTar,?????,TL-NW-ALNUM,"'akter':'?????',"
aktion,ak`Son,????,TL-NW-ALNUM,"'aktion':'????',"
aktobis,aktobis,????????,TL-NW-ALNUM,"'aktobis':'????????',"
aku,aku,???,TL-NW-ALNUM,"'aku':'???',"
aky,aky,????,TL-NW-ALNUM,"'aky':'????',"
akz,akz,???,TL-NW-ALNUM,"'akz':'???',"
alard,al'ard,?????,TL-NW-SP-Error,"'alard':'?????',"
al-achhaak,??-??????,??-??????,TL-NW-Error,"'al-achhaak':'??-??????',"
al-ajim,al-ajim,??-????,TL-NW-Error,"'al-ajim':'??-????',"
al-aksa,al-aksa,??-????,TL-NW-Error,"'al-aksa':'??-????',"
al-alwani,al-alwani,??-???????,TL-NW-Error,"'al-alwani':'??-???????',"
al-amana24,al-amana24,??-???????,TL-NW-Error,"'al-amana24':'??-???????',"
al-ambiak,al-ambiak,??-????????,TL-NW-Error,"'al-ambiak':'??-????????',"
al-amin,al-amin,??-????,TL-NW-Error,"'al-amin':'??-????',"
al-amineblock,al-amineblock,??-????????,TL-NW-Error,"'al-amineblock':'??-????????',"
al-aqsa,al-aqsa,??-????,TL-NW-Error,"'al-aqsa':'??-????',"
al-arabia,al-arabia,??- ???????,TL-NW-Error,"'al-arabia':'??- ???????',"
al-arabian,al-arabian,??-????????,TL-NW-Error,"'al-arabian':'??-????????',"
al-ashak,al-ashak,??-???? ,TL-NW-Error,"'al-ashak':'??-????',"
al-baqi,al-baqi,??-????,TL-NW-Error,"'al-baqi':'??-????',"
al-bari,al-bari,??-????,TL-NW-Error,"'al-bari':'??-????',"
al-basit,al-basit,??-?????,TL-NW-Error,"'al-basit':'??-?????',"
al-eshak,al-eshak,??-????,TL-NW-Error,"'al-eshak':'??-????',"
alab,a`lZab,???? ,TL-NW-ALNUM,"'alab':'????',"
alaba,a`lZaba,?????,TL-NW-ALNUM,"'alaba':'?????',"
alabi,a`lZabi,???????,TL-NW-ALNUM,"'alabi':'???????',"
aladdin,aleDin,??????,TL-NW-ALNUM,"'aladdin':'??????',"
aladdincards,aleDinkards,???????????,TL-NW-ALNUM,"'aladdincards':'???????????',"
aladfar,aladfar,???????,TL-NW-ALNUM,"'aladfar':'???????',"
aladiiin,aladiiin,??????,TL-NW-ALNUM,"'aladiiin':'??????',"
aladin,aladin,??????,TL-NW-ALNUM,"'aladin':'??????',"
aladins,aladin's,???????,TL-NW-SP-Error,"'aladins':'???????',"
aladinbabyshop,aladinbabishop,????????????,TL-NW-ALNUM,"'aladinbabyshop':'????????????',"
aladinkids,aladinkiDs,???????????,TL-NW-ALNUM,"'aladinkids':'???????????',"
aladinmart,aladinMarrT,???????????,TL-NW-ALNUM,"'aladinmart':'???????????',"
alaf,alaf,????,TL-NW-ALNUM,"'alaf':'????',"
alaf23,alaf23,??????,TL-NW-ALNUM,"'alaf23':'??????',"
alaffia,alaffia,????????,TL-NW-ALNUM,"'alaffia':'????????',"
alahli,alahli,???????,TL-NW-ALNUM,"'alahli':'???????',"
alaia,alaia,??????,TL-NW-ALNUM,"'alaia':'??????',"
alain,alain,?????,TL-NW-ALNUM,"'alain':'?????',"
alaiye,alaiye,?????,TL-NW-ALNUM,"'alaiye':'?????',"
alalimimi,alalimimi,?????????,TL-NW-ALNUM,"'alalimimi':'?????????',"
alams,alam's,????,TL-NW-SP-Error,"'alams':'????',"
alamak,alamak,??????,TL-NW-ALNUM,"'alamak':'??????',"
alami,alami,?????,TL-NW-ALNUM,"'alami':'?????',"
alamin,alamin,??????,TL-NW-ALNUM,"'alamin':'??????',"
alaminagb,ala`minagb,?????????,TL-NW-ALNUM,"'alaminagb':'?????????',"
alaminbd,alaminbd,??????????,TL-NW-ALNUM,"'alaminbd':'??????????',"
alams,alams,????,TL-NW-ALNUM,"'alams':'????',"
alam’s,alam’s,????,TL-NW-Error,"'alam’s':'????',"
alana,alana,?????,TL-NW-ALNUM,"'alana':'?????',"
alanerv,alanerv,???????,TL-NW-ALNUM,"'alanerv':'???????',"
alanes,alanes,??????,TL-NW-ALNUM,"'alanes':'??????',"
alang,alang,????,TL-NW-ALNUM,"'alang':'????',"
alangduo,alangduo,???????,TL-NW-ALNUM,"'alangduo':'???????',"
alapi,alapi,?????,TL-NW-ALNUM,"'alapi':'?????',"
alapon,alapon,?????,TL-NW-ALNUM,"'alapon':'?????',"
alarasi,alarasi,???????,TL-NW-ALNUM,"'alarasi':'???????',"
alardor,alardor,??????,TL-NW-ALNUM,"'alardor':'??????',"
alasxa,alasxa,????????,TL-NW-ALNUM,"'alasxa':'????????',"
alatech,alaTek,??????,TL-NW-ALNUM,"'alatech':'??????',"
alathfar,alathfar,???????,TL-NW-ALNUM,"'alathfar':'???????',"
alatuns,alatuns,????????,TL-NW-ALNUM,"'alatuns':'????????',"
alavie,alavie,??????,TL-NW-ALNUM,"'alavie':'??????',"
alavis,alavis,??????,TL-NW-ALNUM,"'alavis':'??????',"
alawael,alawael,???????,TL-NW-ALNUM,"'alawael':'???????',"
alawar,ala`Oar,???????,TL-NW-ALNUM,"'alawar':'???????',"
alaxo,alaxo,??????,TL-NW-ALNUM,"'alaxo':'??????',"
alaya,alaya,?????,TL-NW-ALNUM,"'alaya':'?????',"
alayna,alayna,??????,TL-NW-ALNUM,"'alayna':'??????',"
alazo,alazo,????,TL-NW-ALNUM,"'alazo':'????',"
alb,alb,????,TL-NW-ALNUM,"'alb':'????',"
albaasaa,albaasaa,???????,TL-NW-ALNUM,"'albaasaa':'???????',"
albai,albai,??????,TL-NW-ALNUM,"'albai':'??????',"
albaki,albaki,???????,TL-NW-ALNUM,"'albaki':'???????',"
albakishop,albakishop,?????????,TL-NW-ALNUM,"'albakishop':'?????????',"
albali,albali,???????,TL-NW-ALNUM,"'albali':'???????',"
albane,albane,??????,TL-NW-ALNUM,"'albane':'??????',"
albedo100,albedo100,?????????,TL-NW-ALNUM,"'albedo100':'?????????',"
albela,albela,???????,TL-NW-ALNUM,"'albela':'???????',"
albelia,albelia,?????????,TL-NW-ALNUM,"'albelia':'?????????',"
albertini,alberTini,??????????,TL-NW-ALNUM,"'albertini':'??????????',"
albertino,alberTino,??????????,TL-NW-ALNUM,"'albertino':'??????????',"
albertming,albertming,???????????,TL-NW-ALNUM,"'albertming':'???????????',"
alberto,alberto,????????,TL-NW-ALNUM,"'alberto':'????????',"
albertobalsam,albertobalsam,??????????????,TL-NW-ALNUM,"'albertobalsam':'??????????????',"
albertoz,albertoz,?????????,TL-NW-ALNUM,"'albertoz':'?????????',"
albi,albi,?????,TL-NW-ALNUM,"'albi':'?????',"
albikash,albikash,????????,TL-NW-ALNUM,"'albikash':'????????',"
albin,albin,??????,TL-NW-ALNUM,"'albin':'??????',"
albinobd,albinobd,??????????,TL-NW-ALNUM,"'albinobd':'??????????',"
albireo,albireo,????????,TL-NW-ALNUM,"'albireo':'????????',"
albrecht,albrecht,?????????,TL-NW-ALNUM,"'albrecht':'?????????',"
albreda,albreda,?????????,TL-NW-ALNUM,"'albreda':'?????????',"
albu-man,albu-man,?????-?????,TL-NW-Error,"'albu-man':'?????-?????',"
alburuzbd,alburuzbd,????????????,TL-NW-ALNUM,"'alburuzbd':'????????????',"
alc,alc,?????,TL-NW-ALNUM,"'alc':'?????',"
alcatel,alkatel,????????,TL-NW-ALNUM,"'alcatel':'????????',"
alcatroz,alkatroz,?????????,TL-NW-ALNUM,"'alcatroz':'?????????',"
alcazar,alkazar,????????,TL-NW-ALNUM,"'alcazar':'????????',"
alce,alce,????,TL-NW-ALNUM,"'alce':'????',"
alchemade,alchemeD,???????,TL-NW-ALNUM,"'alchemade':'???????',"
alchemista,alkemista,???????????,TL-NW-ALNUM,"'alchemista':'???????????',"
alchiba,alchiba,??????,TL-NW-ALNUM,"'alchiba':'??????',"
alco,alco,????,TL-NW-ALNUM,"'alco':'????',"
alcor,alkor,?????,TL-NW-ALNUM,"'alcor':'?????',"
alcose,alcose,?????,TL-NW-ALNUM,"'alcose':'?????',"
alcoshot,alcoshot,??????,TL-NW-ALNUM,"'alcoshot':'??????',"
alcott,alcott,?????,TL-NW-ALNUM,"'alcott':'?????',"
alctron,alcTron,????????,TL-NW-ALNUM,"'alctron':'????????',"
alcubieree,alcubierI,?????????,TL-NW-ALNUM,"'alcubieree':'?????????',"
ald,ald,???,TL-NW-ALNUM,"'ald':'???',"
aldaluz,aldaluz,???????,TL-NW-ALNUM,"'aldaluz':'???????',"
alderac,alderac,???????,TL-NW-ALNUM,"'alderac':'???????',"
aldi,aldi,????,TL-NW-ALNUM,"'aldi':'????',"
aldo,aldo,????,TL-NW-ALNUM,"'aldo':'????',"
aldrich,aldrich,???????,TL-NW-ALNUM,"'aldrich':'???????',"
ale,ale,???,TL-NW-ALNUM,"'ale':'???',"
alea,alea,?????,TL-NW-ALNUM,"'alea':'?????',"
alebibi,alebibi,???????,TL-NW-ALNUM,"'alebibi':'???????',"
aledtech,aledTek,???????,TL-NW-ALNUM,"'aledtech':'???????',"
alee,alI,???,TL-NW-ALNUM,"'alee':'???',"
aleef,alIf,????,TL-NW-ALNUM,"'aleef':'????',"
aleena,alIna,?????,TL-NW-ALNUM,"'aleena':'?????',"
aleenes,aleene's,?????,TL-NW-SP-Error,"'aleenes':'?????',"
aleesya,alIsya,???????,TL-NW-ALNUM,"'aleesya':'???????',"
aleeus,alIus,?????,TL-NW-ALNUM,"'aleeus':'?????',"
alef,alef,????,TL-NW-ALNUM,"'alef':'????',"
alegacy,alegacy,???????,TL-NW-ALNUM,"'alegacy':'???????',"
alegta,alegta,??????,TL-NW-ALNUM,"'alegta':'??????',"
alegtaltd,alegtaltd,?????? ???,TL-NW-ALNUM,"'alegtaltd':'?????? ???',"
aleko,aleko,?????,TL-NW-ALNUM,"'aleko':'?????',"
aleks,aleks,??????,TL-NW-ALNUM,"'aleks':'??????',"
aleno,aleno,?????,TL-NW-ALNUM,"'aleno':'?????',"
alephant,alephant,????????,TL-NW-ALNUM,"'alephant':'????????',"
aleppo,aleppo,???????,TL-NW-ALNUM,"'aleppo':'???????',"
alequa,alequa,???????,TL-NW-ALNUM,"'alequa':'???????',"
alera,alera,?????,TL-NW-ALNUM,"'alera':'?????',"
alere,alere,????,TL-NW-ALNUM,"'alere':'????',"
alero,alero,????,TL-NW-ALNUM,"'alero':'????',"
alertcare,alertkeyar,??????????,TL-NW-ALNUM,"'alertcare':'??????????',"
alessandrodellacqua,alessandrodellacqua,alessandrodellacqua,Long-word,"'alessandrodellacqua':'alessandrodellacqua',"
alessi,alesi,?????,TL-NW-ALNUM,"'alessi':'?????',"
alessio,alesio,??????,TL-NW-ALNUM,"'alessio':'??????',"
alesto,alesto,??????,TL-NW-ALNUM,"'alesto':'??????',"
alethea,alethea,???????,TL-NW-ALNUM,"'alethea':'???????',"
aleveshop,aleveshop,???????,TL-NW-ALNUM,"'aleveshop':'???????',"
alewei,alewei,??????,TL-NW-ALNUM,"'alewei':'??????',"
alexa,alexa,???????,TL-NW-ALNUM,"'alexa':'???????',"
alpinia,alpinia,?????????,TL-NW-ALNUM,"'alpinia':'?????????',"
amanat,amanat,??????,TL-NW-ALNUM,"'amanat':'??????',"
andinos,andinos,???????,TL-NW-ALNUM,"'andinos':'???????',"
ansar,ansar,??????,TL-NW-ALNUM,"'ansar':'??????',"
aqsa,aqsa,????,TL-NW-ALNUM,"'aqsa':'????',"
araf,araf,????,TL-NW-ALNUM,"'araf':'????',"
arif,arif,????,TL-NW-ALNUM,"'arif':'????',"
aseel,asIl,????,TL-NW-ALNUM,"'aseel':'????',"
avantgarde,avantgarde,??????????,TL-NW-ALNUM,"'avantgarde':'??????????',"
aviators,aviaTors,????????,TL-NW-ALNUM,"'aviators':'????????',"
awsome,awsome,????,TL-NW-ALNUM,"'awsome':'????',"
az,az,??,TL-NW-ALNUM,"'az':'??',"
azhar,azhar,?????,TL-NW-ALNUM,"'azhar':'?????',"
azzif,azzif,?????,TL-NW-ALNUM,"'azzif':'?????',"
balag,balag,?????,TL-NW-ALNUM,"'balag':'?????',"
balloon,baloon,?????,TL-NW-ALNUM,"'balloon':'?????',"
barakah,barakah,???????,TL-NW-ALNUM,"'barakah':'???????',"
basics,basics,??????,TL-NW-ALNUM,"'basics':'??????',"
bazzar,bazzar,?????,TL-NW-ALNUM,"'bazzar':'?????',"
bear,bear,?????,TL-NW-ALNUM,"'bear':'?????',"
belanda,belZanDa,??????????,TL-NW-ALNUM,"'belanda':'??????????',"
biz,biz,???,TL-NW-ALNUM,"'biz':'???',"
bloomingville,bloomingville,????????????,TL-NW-ALNUM,"'bloomingville':'????????????',"
blush,blush,?????,TL-NW-ALNUM,"'blush':'?????',"
botanica,botanika,???????,TL-NW-ALNUM,"'botanica':'???????',"
brumont,brumont,????????,TL-NW-ALNUM,"'brumont':'????????',"
buhara,buhara,??????,TL-NW-ALNUM,"'buhara':'??????',"
buraq,buraq,?????,TL-NW-ALNUM,"'buraq':'?????',"
cafe,kZafe`,??????,TL-NW-ALNUM,"'cafe':'??????',"
cardinali,kardinali,?????????,TL-NW-ALNUM,"'cardinali':'?????????',"
casa,kasa,????,TL-NW-ALNUM,"'casa':'????',"
castello,kastello,?????????,TL-NW-ALNUM,"'castello':'?????????',"
cheong,cheong,????,TL-NW-ALNUM,"'cheong':'????',"
chirg,chirg,????,TL-NW-ALNUM,"'chirg':'????',"
chizein,chizein,??????,TL-NW-ALNUM,"'chizein':'??????',"
choa,choa,?????,TL-NW-ALNUM,"'choa':'?????',"
circulator,circulaTor,??????????,TL-NW-ALNUM,"'circulator':'??????????',"
collection(ctg),collection(ctg),???????(?????????),Long-word,"'collection(ctg)':'???????(?????????)',"
compressor,komprisor,????????,TL-NW-ALNUM,"'compressor':'????????',"
cooler,kooler,?????,TL-NW-ALNUM,"'cooler':'?????',"
cornerbd,krnerbd,?????????,TL-NW-ALNUM,"'cornerbd':'?????????',"
cosmetic,kosmeTik,????????,TL-NW-ALNUM,"'cosmetic':'????????',"
creamy,creami,??????,TL-NW-ALNUM,"'creamy':'??????',"
crockery,crockeri,???????,TL-NW-ALNUM,"'crockery':'???????',"
cushion,kashion,????,TL-NW-ALNUM,"'cushion':'????',"
dagang,dagang,?????,TL-NW-ALNUM,"'dagang':'?????',"
dates,dates,????,TL-NW-ALNUM,"'dates':'????',"
degital,degital,???????,TL-NW-ALNUM,"'degital':'???????',"
delon,delon,????,TL-NW-ALNUM,"'delon':'????',"
dente,dente,?????,TL-NW-ALNUM,"'dente':'?????',"
depo,depo,????,TL-NW-ALNUM,"'depo':'????',"
dhafra,dhafra,??????,TL-NW-ALNUM,"'dhafra':'??????',"
disinfectant,disinfectant,??????????????,TL-NW-ALNUM,"'disinfectant':'??????????????',"
dossier,dosier,??????,TL-NW-ALNUM,"'dossier':'??????',"
dth,dth,??,TL-NW-ALNUM,"'dth':'??',"
durian,durian,???????,TL-NW-ALNUM,"'durian':'???????',"
ehesan,ehesan,??????,TL-NW-ALNUM,"'ehesan':'??????',"
elaiki,elaiki,??????,TL-NW-ALNUM,"'elaiki':'??????',"
enerprise,enerprise,??????????,TL-NW-ALNUM,"'enerprise':'??????????',"
exppress,exppris,?????????,TL-NW-ALNUM,"'exppress':'?????????',"
fakher,fakhar,?????,TL-NW-ALNUM,"'fakher':'?????',"
falah,falah,?????,TL-NW-ALNUM,"'falah':'?????',"
faminine,faminine,???????,TL-NW-ALNUM,"'faminine':'???????',"
fantasia,fZantasia,????????????,TL-NW-ALNUM,"'fantasia':'????????????',"
faruk,faruk,?????,TL-NW-ALNUM,"'faruk':'?????',"
fattah,fattah,???????,TL-NW-ALNUM,"'fattah':'???????',"
favorita,favorita,???????,TL-NW-ALNUM,"'favorita':'???????',"
fishing,fishing,?????,TL-NW-ALNUM,"'fishing':'?????',"
fleur,fleur,??????,TL-NW-ALNUM,"'fleur':'??????',"
florence,florence,????????,TL-NW-ALNUM,"'florence':'????????',"
florentine,florenTine,??????????,TL-NW-ALNUM,"'florentine':'??????????',"
foam,fOm,???,TL-NW-ALNUM,"'foam':'???',"
frens,frens,???????,TL-NW-ALNUM,"'frens':'???????',"
freshener,freshener,?????????,TL-NW-ALNUM,"'freshener':'?????????',"
furkan,furkan,??????,TL-NW-ALNUM,"'furkan':'??????',"
furnituere,furnituere,?????????,TL-NW-ALNUM,"'furnituere':'?????????',"
g1,g1,??,TL-NW-ALNUM,"'g1':'??',"
garment,garmenT,????????,TL-NW-ALNUM,"'garment':'????????',"
gem,gem,???,TL-NW-ALNUM,"'gem':'???',"
ghani,ghani,????,TL-NW-ALNUM,"'ghani':'????',"
ghuri,ghuri,????,TL-NW-ALNUM,"'ghuri':'????',"
glowing,glowing,??????,TL-NW-ALNUM,"'glowing':'??????',"
guardiani,garrDiani,??????????,TL-NW-ALNUM,"'guardiani':'??????????',"
gz223,gz223,?????,TL-NW-ALNUM,"'gz223':'?????',"
haddad,haDDad,???????,TL-NW-ALNUM,"'haddad':'???????',"
hadithah,hadithah,???????,TL-NW-ALNUM,"'hadithah':'???????',"
hafiz,hafiz,?????,TL-NW-ALNUM,"'hafiz':'?????',"
haramain,haramain,????????,TL-NW-ALNUM,"'haramain':'????????',"
healthypurina,hilthipurina,???????????,TL-NW-ALNUM,"'healthypurina':'???????????',"
helal,helal,?????,TL-NW-ALNUM,"'helal':'?????',"
herald,harald,??????,TL-NW-ALNUM,"'herald':'??????',"
hidayah,hidayah,???????,TL-NW-ALNUM,"'hidayah':'???????',"
hijrah,hijrah,???????,TL-NW-ALNUM,"'hijrah':'???????',"
hikmah,hikmah,??????,TL-NW-ALNUM,"'hikmah':'??????',"
hippo,hippo,?????,TL-NW-ALNUM,"'hippo':'?????',"
hogs,hogs,???,TL-NW-ALNUM,"'hogs':'???',"
hua,hua,????,TL-NW-ALNUM,"'hua':'????',"
humaira,humaira,???????,TL-NW-ALNUM,"'humaira':'???????',"
ieman,ieman,????,TL-NW-ALNUM,"'ieman':'????',"
imported,imported,????????,TL-NW-ALNUM,"'imported':'????????',"
int:,int:,int:,TL-NW-SP-Error,"'int:':'int:',"
intisaar,inTisaar,????????,TL-NW-ALNUM,"'intisaar':'????????',"
ionizzz,ionizzz,??????,TL-NW-ALNUM,"'ionizzz':'??????',"
iserfatina,iserfaTina,??????????,TL-NW-ALNUM,"'iserfatina':'??????????',"
jabaliye,jabaliye,???????,TL-NW-ALNUM,"'jabaliye':'???????',"
jajira,je jeira,??????,TL-NW-ALNUM,"'jajira':'??????',"
jannah,jannah,???????,TL-NW-ALNUM,"'jannah':'???????',"
jewel,jewel,?????,TL-NW-ALNUM,"'jewel':'?????',"
jubah,jubah,?????,TL-NW-ALNUM,"'jubah':'?????',"
judaica,judaika,???????,TL-NW-ALNUM,"'judaica':'???????',"
juice,jua`is,???,TL-NW-ALNUM,"'juice':'???',"
kaaf,kaaf,???,TL-NW-ALNUM,"'kaaf':'???',"
kaiyum,kaiium,?????,TL-NW-ALNUM,"'kaiyum':'?????',"
kaol,kaol,????,TL-NW-ALNUM,"'kaol':'????',"
kausar,kausar,??????,TL-NW-ALNUM,"'kausar':'??????',"
kauthar,kauthar,??????,TL-NW-ALNUM,"'kauthar':'??????',"
kayed,kayed,?????,TL-NW-ALNUM,"'kayed':'?????',"
kelapa,kelapa,??????,TL-NW-ALNUM,"'kelapa':'??????',"
keropok,keropok,?????,TL-NW-ALNUM,"'keropok':'?????',"
kestenberg,kestenberg,????????????,TL-NW-ALNUM,"'kestenberg':'????????????',"
khadija,khadija,??????,TL-NW-ALNUM,"'khadija':'??????',"
khairi,khairi,?????,TL-NW-ALNUM,"'khairi':'?????',"
kiai,kiai,?????,TL-NW-ALNUM,"'kiai':'?????',"
kotak,kotak,?????,TL-NW-ALNUM,"'kotak':'?????',"
kurung,kurung,?????,TL-NW-ALNUM,"'kurung':'?????',"
legacy,legacy,??????,TL-NW-ALNUM,"'legacy':'??????',"
lenses,lenses,???????,TL-NW-ALNUM,"'lenses':'???????',"
libray,libray,???????,TL-NW-ALNUM,"'libray':'???????',"
lorenzi,lorenzi,??????,TL-NW-ALNUM,"'lorenzi':'??????',"
lovewell,loveOyel,???????,TL-NW-ALNUM,"'lovewell':'???????',"
lube,lube,???,TL-NW-ALNUM,"'lube':'???',"
lubes,lubes,????,TL-NW-ALNUM,"'lubes':'????',"
ma'ounah,ma'ounah,???????,TL-NW-SP-Error,"'ma'ounah':'???????',"
madinah,mZaDinah,?????,TL-NW-ALNUM,"'madinah':'?????',"
malabis,ma`lZabis,?????????,TL-NW-ALNUM,"'malabis':'?????????',"
manhoob,manhoob,??????,TL-NW-ALNUM,"'manhoob':'??????',"
marwa,marwa,??????,TL-NW-ALNUM,"'marwa':'??????',"
matino,maTino,??????,TL-NW-ALNUM,"'matino':'??????',"
mattress,mattres,???????????,TL-NW-ALNUM,"'mattress':'???????????',"
mcqueen,mcquIn,???????,TL-NW-ALNUM,"'mcqueen':'???????',"
mei,mei,???,TL-NW-ALNUM,"'mei':'???',"
melnyk,melnyk,???????,TL-NW-ALNUM,"'melnyk':'???????',"
memoni,memoni,?????,TL-NW-ALNUM,"'memoni':'?????',"
meng,meng,???,TL-NW-ALNUM,"'meng':'???',"
microtex,microTex,????????????,TL-NW-ALNUM,"'microtex':'????????????',"
milliat,milliat,?????????,TL-NW-ALNUM,"'milliat':'?????????',"
mim,mim,???,TL-NW-ALNUM,"'mim':'???',"
minyak,minyak,???????,TL-NW-ALNUM,"'minyak':'???????',"
monroe,monroe,???,TL-NW-ALNUM,"'monroe':'???',"
mullah,mullah,???????,TL-NW-ALNUM,"'mullah':'???????',"
murni,murni,?????,TL-NW-ALNUM,"'murni':'?????',"
musbah,musbah,??????,TL-NW-ALNUM,"'musbah':'??????',"
nas,nas,???,TL-NW-ALNUM,"'nas':'???',"
nayon,nayon,????,TL-NW-ALNUM,"'nayon':'????',"
nero,nero,????,TL-NW-ALNUM,"'nero':'????',"
nesca,neska,??????,TL-NW-ALNUM,"'nesca':'??????',"
oasis,oasis,??????,TL-NW-ALNUM,"'oasis':'??????',"
obod,obod,???,TL-NW-ALNUM,"'obod':'???',"
pefume,pefium,??????,TL-NW-ALNUM,"'pefume':'??????',"
peplum,peplum,???????,TL-NW-ALNUM,"'peplum':'???????',"
perintis,parinTis,?????????,TL-NW-ALNUM,"'perintis':'?????????',"
poshari,poshari,?????,TL-NW-ALNUM,"'poshari':'?????',"
premi,primi,??????,TL-NW-ALNUM,"'premi':'??????',"
premium,primium,??????????,TL-NW-ALNUM,"'premium':'??????????',"
prescription,priscrip`Son,?????????????,TL-NW-ALNUM,"'prescription':'?????????????',"
rafi,rafi,????,TL-NW-ALNUM,"'rafi':'????',"
rakib,rakib,?????,TL-NW-ALNUM,"'rakib':'?????',"
rayan,rayan,?????,TL-NW-ALNUM,"'rayan':'?????',"
rayyan,rayyan,???????,TL-NW-ALNUM,"'rayyan':'???????',"
razi,razi,????,TL-NW-ALNUM,"'razi':'????',"
refrigeration,refrigera`Son,????????????,TL-NW-ALNUM,"'refrigeration':'????????????',"
rehan,rehan,?????,TL-NW-ALNUM,"'rehan':'?????',"
reis,reis,????,TL-NW-ALNUM,"'reis':'????',"
rimal,rimal,?????,TL-NW-ALNUM,"'rimal':'?????',"
riyad,riyad,?????,TL-NW-ALNUM,"'riyad':'?????',"
roses,roses,?????,TL-NW-ALNUM,"'roses':'?????',"
sahu,sahu,????,TL-NW-ALNUM,"'sahu':'????',"
salafiyah,salafiyah,?????????,TL-NW-ALNUM,"'salafiyah':'?????????',"
samagri,samagri,???????,TL-NW-ALNUM,"'samagri':'???????',"
sanjung,sanjung,??????,TL-NW-ALNUM,"'sanjung':'??????',"
sateen,satIn,?????,TL-NW-ALNUM,"'sateen':'?????',"
scriptical,scripTikal,?????????????,TL-NW-ALNUM,"'scriptical':'?????????????',"
seller,seler,?????,TL-NW-ALNUM,"'seller':'?????',"
serum,serum,?????,TL-NW-ALNUM,"'serum':'?????',"
